BL_ID,Colony,Burrow,Date,Time,Media,Background,GPS,Visibility,Comment,PhotoID,Prey,Count,Confidence,BillHeight_pix,Headbill_pix,HeadLength_pix,TailLength_pix,Measure_comment
EC66_2024-08-08_07:43:00,EC,EC66,2024-08-08,07:43,Photo,N,N,Full,,08080658.JPG,Gadid,4,50,,1405,240,,UnknownFish to Gadid
EC66_2024-08-08_22:16:00,EC,EC66,2024-08-08,22:16,Photo,N,N,Full,,08080715.JPG,Herring0,6,50,,728,76,,Unknown to Herring0
EC66_2024-08-09_05:48:00,EC,EC66,2024-08-09,05:48,Photo,N,N,Full,,08090856.JPG,Herring0,6,50,,812,101,,UnknownFish to Herring0
EC66_2024-08-09_06:25:00,EC,EC66,2024-08-09,06:25,Photo,N,N,Full,,08090871.JPG,Gadid,5,75,,1314,160,703,3 UnknownFish added to Gadid count
EC66_2024-08-09_10:44:00,EC,EC66,2024-08-09,10:44,Photo,N,N,Full,,08090898.JPG,Gadid,5,50,,1525,222,,UnknownFish to Gadid
EC66_2024-08-10_05:58:00,EC,EC66,2024-08-10,05:58,Photo,N,N,Full,,08100097.JPG,UnknownFish,1,NA,,839,144,,
EC66_2024-08-10_05:58:00,EC,EC66,2024-08-10,05:58,Photo,N,N,Full,,08100097.JPG,Herring0,4,NA,,839,100,,UnknownFish to Herring0
EC66_2024-08-10_06:31:00,EC,EC66,2024-08-10,06:31,Photo,N,N,Partial,,08100115.JPG,Unknown,1,NA,X,X,,,
EC66_2024-08-10_06:31:00,EC,EC66,2024-08-10,06:31,Photo,N,N,Partial,,08100115.JPG,UnknownFish,2,NA,X,X,,,
EC66_2024-08-10_06:57:00,EC,EC66,2024-08-10,06:57,Photo,N,N,Full,,08100124.JPG,Unknown,1,NA,,,X,X,
EC66_2024-08-10_06:57:00,EC,EC66,2024-08-10,06:57,Photo,N,N,Full,,08100124.JPG,UnknownFish,4,NA,,924,149,,
EC66_2024-08-10_10:15:00,EC,EC66,2024-08-10,10:15,Photo,N,N,Partial,,08100175.JPG,UnknownFish,4,NA,X,X,,,
EC66_2024-08-11_07:57:00,EC,EC66,2024-08-11,07:57,Photo,N,N,Full,,08110091.JPG,Gadid,2,50,,1178,,408,
EC66_2024-08-11_07:57:00,EC,EC66,2024-08-11,07:57,Photo,N,N,Full,,08110091.JPG,Herring0,5,75,,1178,170,495,
EC66_2024-08-11_10:15:00,EC,EC66,2024-08-11,10:15,Photo,N,N,Full,,08110104.JPG,Gadid,5,100,,1401,176,448,
EC66_2024-08-11_10:15:00,EC,EC66,2024-08-11,10:15,Photo,N,N,Full,,08110104.JPG,Herring0,1,50,,1401,168,,
EC8_2024-07-10_05:02:00,EC,EC8,2024-07-10,05:02,Photo,N,N,Full,,07100376.JPG,UnknownFish,4,NA,352,,,210,
EC8_2024-07-10_07:20:00,EC,EC8,2024-07-10,07:20,Photo,N,N,Full,,07100415.JPG,Gadid,2,50,365,,,460,UnknownFish to Gadid
EC8_2024-07-11_22:19:00,EC,EC8,2024-07-11,22:19,Photo,N,N,Full,,07110064.JPG,Gadid,4,50,342,,,363,UnknownFish to Gadid
EC8_2024-07-12_10:21:00,EC,EC8,2024-07-12,10:21,Photo,N,N,Full,,07120229.JPG,Gadid,6,100,385,,,441,2 UnknownFish added to Gadid count
EC8_2024-07-12_21:22:00,EC,EC8,2024-07-12,21:22,Photo,N,N,Full,,07120342.MOV,Gadid,2,100,79,,,118,
EC8_2024-07-13_05:41:00,EC,EC8,2024-07-13,05:41,Photo,N,N,Full,,07130493.JPG,UnknownFish,1,NA,372,,,866,
EC8_2024-07-13_05:41:00,EC,EC8,2024-07-13,05:41,Photo,N,N,Full,,07130493.JPG,UnknownFish,2,NA,372,,,393,
EC8_2024-07-13_10:19:00,EC,EC8,2024-07-13,10:19,Photo,N,N,Full,,07130673.JPG,Gadid,5,100,347,,149,603,
EC8_2024-07-13_22:57:00,EC,EC8,2024-07-13,22:57,Photo,N,N,Full,,07130256.JPG,UnknownFish,5,NA,191,,,185,
EC8_2024-07-14_07:37:00,EC,EC8,2024-07-14,07:37,Photo,N,N,Full,,07140445.JPG,Gadid,4,75,312,,,368,
EC8_2024-07-14_20:32:00,EC,EC8,2024-07-14,20:32,Photo,N,N,Partial,,07140724.JPG,Gadid,1,50,X,X,,,
EC8_2024-07-15_07:05:00,EC,EC8,2024-07-15,07:05,Photo,N,N,Full,,07150856.JPG,Gadid,5,100,340,,,384,
EC8_2024-07-15_15:31:00,EC,EC8,2024-07-15,15:31,Photo,N,N,Full,,07150244.JPG,Gadid,5,100,306,,,410,
EC8_2024-07-15_22:44:00,EC,EC8,2024-07-15,22:44,Photo,N,N,Full,,07150439.JPG,Gadid,3,50,394,,,462,UnknownFish to Gadid
EC8_2024-07-16_05:56:00,EC,EC8,2024-07-16,05:56,Photo,N,N,Full,,07160616.JPG,Sandlance,2,75,330,,,496,
EC8_2024-07-16_05:56:00,EC,EC8,2024-07-16,05:56,Photo,N,N,Full,,07160616.JPG,UnknownFish,3,NA,330,,104,,
EC8_2024-07-16_09:13:00,EC,EC8,2024-07-16,09:13,Photo,N,N,Full,,07160824.JPG,Gadid,5,100,405,,,466,
EC8_2024-07-16_11:10:00,EC,EC8,2024-07-16,11:10,Photo,N,N,Full,,07160034.JPG,Gadid,4,100,330,,,463,
EC8_2024-07-16_11:10:00,EC,EC8,2024-07-16,11:10,Photo,N,N,Full,,07160034.JPG,Herring0,1,100,330,,,265,
EC8_2024-07-16_18:48:00,EC,EC8,2024-07-16,18:48,Photo,N,N,Full,,07160034 2.JPG,Gadid,5,100,344,,,477,
EC8_2024-07-16_23:08:00,EC,EC8,2024-07-16,23:08,Photo,N,N,Full,,07160110.JPG,UnknownFish,6,NA,188,,,110,
EC8_2024-07-17_10:09:00,EC,EC8,2024-07-17,10:09,Photo,N,N,Full,,07170604.JPG,Gadid,5,100,338,,149,517,
EC8_2024-07-18_17:30:00,EC,EC8,2024-07-18,17:30,Photo,N,N,Partial,,07180625.JPG,UnknownFish,3,NA,,836,,472,
EC8_2024-07-18_18:50:00,EC,EC8,2024-07-18,18:50,Photo,N,N,Full,,07180716.JPG,Gadid,6,100,368,977,140,510,
EC8_2024-07-18_20:17:00,EC,EC8,2024-07-18,20:17,Photo,N,N,Full,,07180781.JPG,Gadid,6,100,379,,,433,
EC8_2024-07-19_09:32:00,EC,EC8,2024-07-19,09:32,Photo,N,N,Full,,07190457.JPG,Gadid,6,75,362,,,384,
EC8_2024-07-20_05:13:00,EC,EC8,2024-07-20,05:13,Photo,N,N,Full,,07200016.JPG,UnknownFish,5,NA,181,,,235,
EC8_2024-07-26_22:31:00,EC,EC8,2024-07-26,22:31,Photo,N,N,Full,,07260069.MOV,Capelin,1,100,80,,,210,
EC8_2024-07-26_22:31:00,EC,EC8,2024-07-26,22:31,Photo,N,N,Full,,07260069.MOV,Gadid,1,75,80,,,106,UnknownFish to Gadid
EC8_2024-07-26_22:31:00,EC,EC8,2024-07-26,22:31,Photo,N,N,Full,,07260069.MOV,UnknownFish,2,NA,80,,,70,
EC8_2024-07-27_08:02:00,EC,EC8,2024-07-27,08:02,Photo,N,N,Full,,07270247.JPG,Capelin,2,100,336,,142,619,
EC8_2024-07-27_08:02:00,EC,EC8,2024-07-27,08:02,Photo,N,N,Full,,07270247.JPG,Capelin,2,100,336,,,907,
EC8_2024-07-27_08:02:00,EC,EC8,2024-07-27,08:02,Photo,N,N,Full,,07270247.JPG,UnknownFish,1,NA,,,X,X,
EC8_2024-07-27_08:11:00,EC,EC8,2024-07-27,08:11,Photo,N,N,Full,,07270266.JPG,Capelin,3,100,336,,160,783,
EC8_2024-07-27_08:26:00,EC,EC8,2024-07-27,08:26,Photo,N,N,Full,,07270272.JPG,Capelin,2,100,357,,154,,
EC8_2024-07-27_08:26:00,EC,EC8,2024-07-27,08:26,Photo,N,N,Full,,07270272.JPG,Capelin,1,100,357,,,887,
EC8_2024-07-27_08:47:00,EC,EC8,2024-07-27,08:47,Photo,N,N,Full,,07270280.JPG,Capelin,1,50,,,X,X,
EC8_2024-07-27_17:30:00,EC,EC8,2024-07-27,17:30,Photo,N,N,Partial,,07270370.JPG,UnknownFish,2,NA,X,X,,,
EC8_2024-07-27_19:40:00,EC,EC8,2024-07-27,19:40,Photo,N,N,Partial,,07270391.JPG,UnknownFish,2,NA,X,X,,,
EC8_2024-07-27_21:53:00,EC,EC8,2024-07-27,21:53,Photo,N,N,Full,,07270463.JPG,Gadid,4,50,345,,,369,UnknownFish to Gadid
EC8_2024-07-28_06:06:00,EC,EC8,2024-07-28,06:06,Photo,N,N,Full,,07280586.JPG,Capelin,1,100,329,,201,,Bill slightly open—bill height estimated
EC8_2024-07-28_06:06:00,EC,EC8,2024-07-28,06:06,Photo,N,N,Full,,07280586.JPG,UnknownFish,1,NA,329,,,286,Bill slightly open—bill height estimated
EC8_2024-07-28_06:58:00,EC,EC8,2024-07-28,06:58,Photo,N,N,Full,,07280670.JPG,Gadid,5,75,384,,,460,4 UnknownFish added to Gadid count
EC8_2024-07-28_09:50:00,EC,EC8,2024-07-28,09:50,Photo,N,N,Full,,07280769.JPG,Capelin,1,100,347,,,755,
EC8_2024-07-28_09:50:00,EC,EC8,2024-07-28,09:50,Photo,N,N,Full,,07280769.JPG,Gadid,5,100,347,,142,585,
EC8_2024-07-28_11:11:00,EC,EC8,2024-07-28,11:11,Photo,N,N,Full,,07280919.JPG,Gadid,5,100,324,,,519,
EC8_2024-07-28_16:20:00,EC,EC8,2024-07-28,16:20,Photo,N,N,Full,,07280520.JPG,Gadid,5,100,336,,115,480,
EC8_2024-07-28_22:28:00,EC,EC8,2024-07-28,22:28,Photo,N,N,Full,,07280696.MOV,Gadid,4,100,86,,28,116,
EC8_2024-07-29_06:24:00,EC,EC8,2024-07-29,06:24,Photo,N,N,Full,,07290877.JPG,Gadid,3,50,342,,,554,
EC8_2024-07-29_07:04:00,EC,EC8,2024-07-29,07:04,Photo,N,N,Full,,07290898.JPG,Gadid,5,75,393,,,520,
EC8_2024-07-29_10:04:00,EC,EC8,2024-07-29,10:04,Photo,N,N,Full,,07290205.JPG,Gadid,6,75,357,,,512,
EC8_2024-07-29_11:15:00,EC,EC8,2024-07-29,11:15,Photo,N,N,Partial,,07290232.JPG,UnknownFish,2,NA,X,X,,,
EC8_2024-07-29_13:53:00,EC,EC8,2024-07-29,13:53,Photo,N,N,Full,,07290301.JPG,Gadid,7,50,319,,,524,UnknownFish to Gadid
EC8_2024-07-29_15:46:00,EC,EC8,2024-07-29,15:46,Photo,N,N,Full,,07290433.JPG,Gadid,5,100,344,,,521,
EC8_2024-07-29_16:49:00,EC,EC8,2024-07-29,16:49,Photo,N,N,Full,,07290544.JPG,Sandlance,6,100,342,,,532,1 UnknownFish added to Sandlance count
EC8_2024-07-29_18:03:00,EC,EC8,2024-07-29,18:03,Photo,N,N,Partial,Drops fish which is later picked up by GWGU,07290604.JPG,UnknownFish,1,NA,X,X,,,
EC8_2024-07-30_07:14:00,EC,EC8,2024-07-30,07:14,Photo,N,N,Partial,,07300982.JPG,UnknownFish,3,NA,,,X,X,
EC8_2024-07-30_07:14:00,EC,EC8,2024-07-30,07:14,Photo,N,N,Partial,,07300982.JPG,Gadid,1,50,367,,,422,UnknownFish to Gadid
EC8_2024-07-30_08:35:00,EC,EC8,2024-07-30,08:35,Photo,N,N,Full,,07300088.JPG,Gadid,8,100,379,,,403,
EC8_2024-07-30_09:43:00,EC,EC8,2024-07-30,09:43,Photo,N,N,Full,,07300121.JPG,Gadid,7,100,,938,,529,
EC8_2024-07-30_11:52:00,EC,EC8,2024-07-30,11:52,Photo,N,N,Full,,07300283.JPG,Gadid,6,100,364,,,577,
EC8_2024-07-30_15:19:00,EC,EC8,2024-07-30,15:19,Photo,N,N,Full,,07300544.JPG,Gadid,4,100,357,,120,,
EC8_2024-07-30_16:06:00,EC,EC8,2024-07-30,16:06,Photo,N,N,Full,,07300580.JPG,Gadid,6,100,374,,,474,
EC8_2024-07-30_17:37:00,EC,EC8,2024-07-30,17:37,Photo,N,N,Full,,07300673.JPG,UnknownFish,1,NA,340,,,468,
EC8_2024-07-30_17:37:00,EC,EC8,2024-07-30,17:37,Photo,N,N,Full,,07300673.JPG,Gadid,2,50,340,,,416,UnknownFish to Gadid
EC8_2024-07-31_05:26:00,EC,EC8,2024-07-31,05:26,Photo,N,N,Full,,07310863.JPG,Gadid,3,75,424,,,590,
EC8_2024-07-31_06:08:00,EC,EC8,2024-07-31,06:08,Photo,N,N,Full,,07310924.JPG,Sandlance,2,50,345,,,434,1 UnknownFish added to Sandlance count
EC8_2024-07-31_06:08:00,EC,EC8,2024-07-31,06:08,Photo,N,N,Full,,07310924.JPG,Greenling,1,50,345,,,574,UnknownFish to Greenling
EC8_2024-07-31_06:08:00,EC,EC8,2024-07-31,06:08,Photo,N,N,Full,,07310924.JPG,Gadid,1,50,345,,,495,UnknownFish to Gadid
EC8_2024-07-31_06:58:00,EC,EC8,2024-07-31,06:58,Photo,N,N,Partial,,07310980.JPG,Unknown,1,NA,,,X,X,
EC8_2024-07-31_06:58:00,EC,EC8,2024-07-31,06:58,Photo,N,N,Partial,,07310980.JPG,UnknownFish,1,NA,,,X,X,
EC8_2024-07-31_08:27:00,EC,EC8,2024-07-31,08:27,Photo,N,N,Full,,07310047.JPG,Gadid,6,100,371,,140,466,
EC8_2024-07-31_19:32:00,EC,EC8,2024-07-31,19:32,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_000040.jpg,Gadid,5,75,362,,,454,
EC8_2024-07-31_19:32:00,EC,EC8,2024-07-31,19:32,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_000040.jpg,Sandlance,2,50,362,,,411,
EC8_2024-08-01_19:37:00,EC,EC8,2024-08-01,19:37,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_000800.jpg,Gadid,5,100,370,,,540,
EC8_2024-08-01_19:37:00,EC,EC8,2024-08-01,19:37,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_000800.jpg,Sandlance,1,50,370,,,416,
EC8_2024-08-02_06:32:00,EC,EC8,2024-08-02,06:32,Photo,N,N,Partial,,BUSHNELL 87C 7552x4248_000840.jpg,UnknownFish,1,NA,X,X,,,
EC8_2024-08-02_06:58:00,EC,EC8,2024-08-02,06:58,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_000864.jpg,Gadid,2,75,373,,,638,
EC8_2024-08-02_06:58:00,EC,EC8,2024-08-02,06:58,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_000864.jpg,UnknownFish,2,NA,373,,,344,
EC8_2024-08-02_07:04:00,EC,EC8,2024-08-02,07:04,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_000884.jpg,Capelin,3,100,336,,201,,
EC8_2024-08-02_11:37:00,EC,EC8,2024-08-02,11:37,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_000976.jpg,Gadid,5,100,369,,,466,
EC8_2024-08-03_06:01:00,EC,EC8,2024-08-03,06:01,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_001060.jpg,Herring0,3,50,355,,,281,UnknownFish to Herring0
EC8_2024-08-03_09:16:00,EC,EC8,2024-08-03,09:16,Photo,N,N,Partial,,BUSHNELL 87C 7552x4248_001212.jpg,Sandlance,3,75,,,X,X,1 UnknownFish added to Sandlance count
EC8_2024-08-03_11:16:00,EC,EC8,2024-08-03,11:16,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_001254.jpg,Gadid,6,100,386,,,538,
EC8_2024-08-03_12:37:00,EC,EC8,2024-08-03,12:37,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_001272.jpg,Gadid,5,100,386,,,519,
EC8_2024-08-04_07:00:00,EC,EC8,2024-08-04,07:00,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_001498.jpg,Gadid,2,100,365,,157,,
EC8_2024-08-04_07:00:00,EC,EC8,2024-08-04,07:00,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_001498.jpg,Gadid,1,100,365,,,309,
EC8_2024-08-04_07:03:00,EC,EC8,2024-08-04,07:03,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_001506.jpg,Gadid,1,100,320,,,344,
EC8_2024-08-04_07:03:00,EC,EC8,2024-08-04,07:03,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_001506.jpg,Sandlance,2,100,320,,89,519,
EC8_2024-08-04_07:03:00,EC,EC8,2024-08-04,07:03,Photo,N,N,Full,,BUSHNELL 87C 7552x4248_001506.jpg,UnknownFish,1,NA,,,X,X,
EC8_2024-08-04_18:57:00,EC,EC8,2024-08-04,18:57,Photo,N,N,Partial,,BUSHNELL 87C 7552x4248_001686.jpg,UnknownFish,2,NA,X,X,,,
EC8_2024-08-05_22:03:00,EC,EC8,2024-08-05,22:03,Photo,N,N,Full,,08050034.JPG,Sandlance,5,100,198,510,,499,
EC8_2024-08-06_06:14:00,EC,EC8,2024-08-06,06:14,Photo,N,N,Full,,08060199.JPG,Gadid,1,100,362,,,752,
EC8_2024-08-06_06:14:00,EC,EC8,2024-08-06,06:14,Photo,N,N,Full,,08060199.JPG,Sandlance,1,100,362,,120,,
EC8_2024-08-06_06:14:00,EC,EC8,2024-08-06,06:14,Photo,N,N,Full,,08060199.JPG,Unknown,2,NA,,,X,X,UnknownFish to Unknown
EC8_2024-08-06_09:00:00,EC,EC8,2024-08-06,09:00,Photo,N,N,Full,,08060683.JPG,Capelin,1,100,358,,,746,
EC8_2024-08-06_09:00:00,EC,EC8,2024-08-06,09:00,Photo,N,N,Full,,08060683.JPG,Herring0,1,100,358,,99,,
EC8_2024-08-06_09:00:00,EC,EC8,2024-08-06,09:00,Photo,N,N,Full,,08060683.JPG,Sandlance,2,100,358,,125,591,
EC8_2024-08-06_09:00:00,EC,EC8,2024-08-06,09:00,Photo,N,N,Full,,08060683.JPG,UnknownFish,1,NA,358,,,321,
EC8_2024-08-07_07:27:00,EC,EC8,2024-08-07,07:27,Photo,N,N,Full,,08070877.JPG,Gadid,5,100,400,,,585,1 UnknownFish added to Gadid count
EC8_2024-08-07_07:27:00,EC,EC8,2024-08-07,07:27,Photo,N,N,Full,,08070877.JPG,Herring0,2,100,400,,116,,1 UnknownFish added to Herring0 count
EC8_2024-08-07_09:17:00,EC,EC8,2024-08-07,09:17,Photo,N,N,Full,,08070115.JPG,Capelin,2,100,322,,,685,Tail length estimated
EC8_2024-08-07_09:17:00,EC,EC8,2024-08-07,09:17,Photo,N,N,Full,,08070115.JPG,UnknownFish,1,NA,322,,120,,
EC8_2024-08-07_09:42:00,EC,EC8,2024-08-07,09:42,Photo,N,N,Full,,08070223.JPG,Capelin,1,100,362,,,817,
EC8_2024-08-07_09:42:00,EC,EC8,2024-08-07,09:42,Photo,N,N,Full,,08070223.JPG,UnknownFish,2,NA,362,,,394,
EC8_2024-08-07_10:08:00,EC,EC8,2024-08-07,10:08,Photo,N,N,Full,,08070331.JPG,Capelin,5,100,395,,170,730,
EC8_2024-08-07_10:25:00,EC,EC8,2024-08-07,10:25,Photo,N,N,Full,,08070340.JPG,Capelin,3,50,X,X,,,
EC8_2024-08-07_20:00:00,EC,EC8,2024-08-07,20:00,Photo,N,N,Full,,08070421.JPG,Gadid,3,100,347,,,673,
EC8_2024-08-09_07:10:00,EC,EC8,2024-08-09,07:10,Photo,N,N,Full,,08090037.JPG,Gadid,4,100,377,,,540,1 UnknownFish added to Gadid count
EC8_2024-08-09_07:10:00,EC,EC8,2024-08-09,07:10,Photo,N,N,Full,,08090037.JPG,Gadid,1,100,377,,,724,
EC8_2024-08-09_07:24:00,EC,EC8,2024-08-09,07:24,Photo,N,N,Full,,08090073.JPG,Gadid,5,100,364,,,585,
EC8_2024-08-09_21:27:00,EC,EC8,2024-08-09,21:27,Photo,N,N,Full,,08090274.JPG,UnknownFish,3,NA,344,,,340,
EC8_2024-08-09_22:24:00,EC,EC8,2024-08-09,22:24,Photo,N,N,Full,,08090349.JPG,Herring0,8,100,188,,,170,
EC8_2024-08-10_06:04:00,EC,EC8,2024-08-10,06:04,Photo,N,N,Full,,08100517.JPG,UnknownFish,5,NA,355,,,450,
EC8_2024-08-10_06:46:00,EC,EC8,2024-08-10,06:46,Photo,N,N,Full,,08100580.JPG,Capelin,1,100,354,,,675,Bill slightly open—bill height estimated
EC8_2024-08-10_08:53:00,EC,EC8,2024-08-10,08:53,Photo,N,N,Partial,,08100628.JPG,Gadid,1,100,X,X,,,
EC8_2024-08-10_14:06:00,EC,EC8,2024-08-10,14:06,Photo,N,N,Partial,,08100130.JPG,Gadid,2,100,359,,,521,
EC8_2024-08-10_21:19:00,EC,EC8,2024-08-10,21:19,Photo,N,N,Full,,08100016.JPG,Gadid,3,100,342,,,516,
EC8_2024-08-10_21:19:00,EC,EC8,2024-08-10,21:19,Photo,N,N,Full,,08100016.JPG,Gadid,1,100,342,,,708,
EC8_2024-08-10_21:19:00,EC,EC8,2024-08-10,21:19,Photo,N,N,Full,,08100016.JPG,Sandlance,1,50,342,,,512,
EC8_2024-08-11_08:04:00,EC,EC8,2024-08-11,08:04,Photo,N,N,Full,,08110298.JPG,Sandlance,5,100,358,,113,540,
EC8_2024-08-11_08:28:00,EC,EC8,2024-08-11,08:28,Photo,N,N,Full,,08110334.JPG,Gadid,1,100,334,,,812,
EC8_2024-08-11_08:28:00,EC,EC8,2024-08-11,08:28,Photo,N,N,Full,,08110334.JPG,Sandlance,2,100,334,,,500,1 UnknownFish added to Sandlance count
EC8_2024-08-11_11:34:00,EC,EC8,2024-08-11,11:34,Photo,N,N,Full,One large capelin and one small capelin (measure separately),08110733.JPG,Capelin,1,100,367,,,980,
EC8_2024-08-11_11:34:00,EC,EC8,2024-08-11,11:34,Photo,N,N,Full,One large capelin and one small capelin (measure separately),08110733.JPG,Capelin,1,100,367,,,491,
EC8_2024-08-11_11:34:00,EC,EC8,2024-08-11,11:34,Photo,N,N,Full,One large capelin and one small capelin (measure separately),08110733.JPG,Gadid,3,100,367,,165,,
EC8_2024-08-11_21:54:00,EC,EC8,2024-08-11,21:54,Photo,N,N,Partial,,08110943.JPG,Unknown,1,NA,,,X,X,
EC8_2024-08-12_08:37:00,EC,EC8,2024-08-12,08:37,Photo,N,N,Full,,08120046.JPG,Capelin,3,100,350,,,655,
EC8_2024-08-12_08:37:00,EC,EC8,2024-08-12,08:37,Photo,N,N,Full,,08120046.JPG,Capelin,1,100,350,,,486,
EC8_2024-08-12_09:03:00,EC,EC8,2024-08-12,09:03,Photo,N,N,Full,,08120055.JPG,Capelin,2,75,349,,,600,
EC8_2024-08-12_09:03:00,EC,EC8,2024-08-12,09:03,Photo,N,N,Full,,08120055.JPG,UnknownFish,2,NA,,,X,X,
EC8_2024-08-12_09:57:00,EC,EC8,2024-08-12,09:57,Photo,N,N,Partial,,08120067.JPG,UnknownFish,2,NA,,,X,X,
